ID;Organisation;Sector;Subsector;Service;Province_CODE;Municipality_CODE;Barangay;Status;Beneficiaries;Beneficiary_type
;IFRC;Health;Health;Face Mask;712;71243;San Isidro;Finished;243;Individuals
;IFRC;Health;Health;Face Mask;712;71214;Bonbon;Finished;355;Individuals
;IFRC;Health;Health;Face Mask;712;71246;Poblacion;Finished;394;Individuals
;IFRC;Health;Health;Face Mask;712;71243;Central;Finished;400;Individuals
;IFRC;Health;Health;Face Mask;712;71246;Poblacion;Finished;675;Individuals
;PRC;Health;Safety;First Aid Management;722;72226;Buaya;Finished;1;Individual
;PRC;Health;Safety;First Aid Management;722;72226;Canjulao;Finished;1;Individual
;PRC;Health;Safety;First Aid Management;722;72226;Canjulao;Finished;1;Individual
;IFRC;Health;Safety;First Aid Management;1667;166724;Capalayan;Finished;1;Individual
;IFRC;Health;Safety;First Aid Management;1667;166716;Consolacion;Finished;1;Individual
;PRC;Health;Safety;First Aid Management;722;72226;Looc;Finished;1;Individual
;IFRC;Health;Safety;First Aid Management;1667;166716;Mabini;Finished;1;Individual
;IFRC;Health;Safety;First Aid Management;864;86419;Triana;Finished;1;Individual
;IFRC;Health;Safety;First Aid Management;1667;166724;Washington;Finished;1;Individual
;IFRC;Health;Safety;First Aid Management;1667;166724;;Finished;1;Individual
;IFRC;Health;Safety;First Aid Management;1667;;;Finished;1;Individual
;IFRC;Health;Safety;First Aid Management;1667;;;Finished;1;Individual
;IFRC;Health;Safety;First Aid Management;1667;;;Finished;1;Individual
;PRC;Health;Safety;First Aid Management;722;72226;Ibo;Finished;2;Individuals
;IFRC;Health;Safety;First Aid Management;1667;166707;Jubang;Finished;2;Individuals
;IFRC;Health;Safety;First Aid Management;722;72234;Poblacion;Finished;2;Individuals
;IFRC;Health;Safety;First Aid Management;1667;166724;Punta Bilar;Finished;2;Individuals
;PRC;Health;Safety;First Aid Management;722;72226;Pusok;Finished;2;Individuals
;IFRC;Health;Safety;First Aid Management;1667;166724;Washington;Finished;2;Individuals
;IFRC;Health;Safety;First Aid Management;1667;166724;Washington;Finished;2;Individuals
;IFRC;Health;Safety;First Aid Management;1667;;;Finished;2;Individuals
;IFRC;Health;Safety;First Aid Management;1667;;;Finished;2;Individuals
;IFRC;Health;Safety;First Aid Management;1667;;;Finished;2;Individuals
;IFRC;Health;Safety;First Aid Management;722;72250;Dumlog;Finished;4;Individuals
;PRC;Health;Safety;First Aid Management;722;72226;Ibo;Finished;4;Individuals
;IFRC;Health;Safety;First Aid Management;1753;175318;Poblacion 1;Finished;4;Individuals
;IFRC;Health;Safety;First Aid Management;1667;166724;Washington;Finished;6;Individuals
;IFRC;Health;Safety;First Aid Management;1667;;;Finished;6;Individuals
;PRC;Health;Safety;First Aid Management;722;72226;Pusok;Finished;7;Individuals
;IFRC;Health;Safety;First Aid Management;1667;;;Finished;8;Individuals
;IFRC;Health;Safety;First Aid Management;1667;;;Finished;9;Individuals
;IFRC;Health;Safety;First Aid Management;864;86406;Poblacion;Finished;10;Individuals
;IFRC;Health;Safety;First Aid Management;1753;175318;Poblacion;Finished;27;Individuals
;IFRC;Health;Safety;First Aid Station;712;71228;Agape;Finished;1;Station
;IFRC;Health;Safety;First Aid Station;722;72234;Bairan;Finished;1;Station
;IFRC;Health;Safety;First Aid Station;864;86407;Bogo;Finished;1;Station
;IFRC;Health;Safety;First Aid Station;712;71214;Bonbon;Finished;1;Station
;IFRC;Health;Safety;First Aid Station;712;71229;Camay- An;Finished;1;Station
;IFRC;Health;Safety;First Aid Station;712;71245;Centro;Finished;1;Station
;IFRC;Health;Safety;First Aid Station;722;72250;Dumlog;Finished;1;Station
;IFRC;Health;Safety;First Aid Station;722;72214;Guadalupe;Finished;1;Station
;IFRC;Health;Safety;First Aid Station;864;86407;Guadalupe;Finished;1;Station
;IFRC;Health;Safety;First Aid Station;722;72234;Inoburan;Finished;1;Station
;IFRC;Health;Safety;First Aid Station;722;72230;Jagobiao;Finished;1;Station
;IFRC;Health;Safety;First Aid Station;722;72230;Jagobiao;Finished;1;Station
;IFRC;Health;Safety;First Aid Station;712;71245;Kawayanan;Finished;1;Station
;IFRC;Health;Safety;First Aid Station;712;71245;Kawayanan;Finished;1;Station
;IFRC;Health;Safety;First Aid Station;722;72234;Langtad;Finished;1;Station
;IFRC;Health;Safety;First Aid Station;722;72234;Lutac;Finished;1;Station
;IFRC;Health;Safety;First Aid Station;722;72234;North Poblacion;Finished;1;Station
;IFRC;Health;Safety;First Aid Station;722;72241;North Poblacion;Finished;1;Station
;IFRC;Health;Safety;First Aid Station;712;71245;Paca-Paca;Finished;1;Station
;IFRC;Health;Safety;First Aid Station;722;72217;Pahina Central;Finished;1;Station
;IFRC;Health;Safety;First Aid Station;722;72214;Perrelos;Finished;1;Station
;IFRC;Health;Safety;First Aid Station;722;72241;Pitalo;Finished;1;Station
;IFRC;Health;Safety;First Aid Station;722;72234;Poblacion;Finished;1;Station
;IFRC;Health;Safety;First Aid Station;722;72234;Poblacion;Finished;1;Station
;IFRC;Health;Safety;First Aid Station;864;86406;Poblacion;Finished;1;Station
;IFRC;Health;Safety;First Aid Station;864;86417;Poblacion;Finished;1;Station
;IFRC;Health;Safety;First Aid Station;712;71214;Poblacion Norte;Finished;1;Station
;IFRC;Health;Safety;First Aid Station;712;71214;Poblacion Sur;Finished;1;Station
;IFRC;Health;Safety;First Aid Station;712;71201;Punong;Finished;1;Station
;IFRC;Health;Safety;First Aid Station;712;71201;Punong;Finished;1;Station
;IFRC;Health;Safety;First Aid Station;1667;166724;Punta Bilar;Finished;1;Station
;IFRC;Health;Safety;First Aid Station;1667;166724;San Roque;Finished;1;Station
;IFRC;Health;Safety;First Aid Station;712;71228;Sitio Alapog Kalbaryo;Finished;1;Station
;IFRC;Health;Safety;First Aid Station;722;72234;South Poblacion;Finished;1;Station
;IFRC;Health;Safety;First Aid Station;722;72241;South Poblacion;Finished;1;Station
;IFRC;Health;Safety;First Aid Station;864;86417;Tampoong;Finished;1;Station
;IFRC;Health;Safety;First Aid Station;722;72234;Tangke;Finished;1;Station
;IFRC;Health;Safety;First Aid Station;722;72234;Tina-an;Finished;1;Station
;IFRC;Health;Safety;First Aid Station;722;72234;Tina-an;Finished;1;Station
;IFRC;Health;Safety;First Aid Station;722;72234;Tuyan;Finished;1;Station
;IFRC;Health;Safety;First Aid Station;712;71228;Villa Limpia;Finished;1;Station
;IFRC;Health;Safety;First Aid Station;1667;166724;Washington;Finished;1;Station
;IFRC;Health;Safety;First Aid Station;1667;166724;Washington;Finished;1;Station
;IFRC;Health;Safety;First Aid Station;1667;166724;Washington;Finished;1;Station
;IFRC;Health;Safety;First Aid Station;1667;166724;Washington;Finished;1;Station
;IFRC;Health;Safety;First Aid Station;1667;166724;Washington;Finished;1;Station
;IFRC;Health;Safety;First Aid Station;1667;166724;Washington;Finished;1;Station
;IFRC;Health;Safety;First Aid Station;1667;166724;Washington;Finished;1;Station
;IFRC;Health;Safety;First Aid Station;1667;166724;Washington;Finished;1;Station
;IFRC;Health;Safety;First Aid Station;722;72234;West Poblacion;Finished;1;Station
;IFRC;Health;Safety;First Aid Station;1667;166724;;Finished;1;Station
;IFRC;Health;Safety;First Aid Station;1667;166724;;Finished;1;Station
;IFRC;Health;Safety;First Aid Station;1667;166724;;Finished;1;Station
;IFRC;Health;Safety;First Aid Station;1667;166724;;Finished;1;Station
;IFRC;Health;Safety;First Aid Station;1667;;;Finished;1;Station
;PRC;Safety;Safety;First Aid Training;1667;166716;Jaboy;Finished;7;Individuals
;PRC;Safety;Safety;First Aid Training;1667;166716;Pilaring;Finished;17;Individuals
;PRC;Safety;Safety;First Aid Training;1667;166710;Poblacion;Finished;17;Individuals
;PRC;Safety;Safety;First Aid Training;1667;166710;Tawin-Tawin;Finished;21;Individuals
;PRC;Safety;Safety;First Aid Training;1667;166707;;Finished;24;Individuals
;PRC;Safety;Safety;First Aid Training;1667;166718;Sta. Cruz;Finished;27;Individuals
;PRC;Safety;Safety;First Aid Training;1667;166721;T. Arlan;Finished;27;Individuals
;PRC;Safety;Safety;First Aid Training;1667;166724;;Finished;33;Individuals
;PRC;Safety;Safety;First Aid Training;1667;166724;;Finished;37;Individuals
;PRC;Safety;Safety;First Aid Training;1667;166724;;Finished;52;Individuals
;PRC;Safety;Safety;First Aid Training;1667;166724;;Finished;63;Individuals
;PRC;Safety;Safety;First Aid Training;1667;166716;Consolacion;Finished;77;Individuals
;PRC;Safety;Safety;First Aid Training;1667;166716;Jaboy;Finished;80;Individuals
;PRC;Safety;Safety;First Aid Training;1667;166707;Jubang;Finished;80;Individuals
;PRC;Safety;Safety;First Aid Training;1667;166704;Matinao;Finished;94;Individuals
;PRC;Safety;Safety;First Aid Training;1667;166710;Poblacion;Finished;95;Individuals
;PRC;Safety;Safety;First Aid Training;1667;166716;Mabini;Finished;111;Individuals
;PRC;Safety;Safety;First Aid Training;1667;166704;Bitaug;Finished;132;Individuals
;PRC;Safety;Safety;First Aid Training;1667;166704;Poblacion 1;Finished;214;Individuals
;PRC;Safety;Safety;First Aid Training;1667;166710;Poblacion;Finished;272;Individuals
;IFRC;Relief;Food Items;Food Items (Standard);1753;175318;New Cuyo;Finished;2;families
;IFRC;Relief;Food Items;Food Items (Standard);1753;175318;Rizal;Finished;6;families
;IFRC;Relief;Food Items;Food Items (Standard);1753;175318;Poblacion;Finished;15;families
;IFRC;Relief;Food Items;Food Items (Standard);1753;175318;Magara;Finished;17;families
;IFRC;Relief;Food Items;Food Items (Standard);1753;175303;Tinitinan;Finished;40;families
;IFRC;Relief;Food Items;Food Items (Standard);1753;175318;Poblacion 4;Finished;50;families
;IFRC;Relief;Food Items;Food Items (Standard);1753;175318;Tagumpay;Finished;126;families
;IFRC;Relief;Food Items;Food Items (Standard);1753;175303;Dalayawan;Finished;140;families
;IFRC;Relief;Food Items;Food Items (Standard);1753;175318;Tinitian;Finished;202;families
;IFRC;Relief;Food Items;Food Items (Standard);1753;175320;Calawag;Finished;300;families
;IFRC;Relief;Food Items;Food Items (Standard);1753;175303;Tinintinan;Finished;460;families
;ICRC;Relief;Food Items;Food Packs (15 days rations);1667;166716;Consolacion;Finished;69;families
;ICRC;Relief;Food Items;Food Packs (15 days rations);1667;166716;Jaboy;Finished;98;families
;ICRC;Relief;Food Items;Food Packs (15 days rations);1667;166707;Jubang;Finished;212;families
;ICRC;Relief;Food Items;Food Packs (15 days rations);1685;168503;New Mabuhay;Finished;432;families
;PRC;Welfare;Asset;Food Truck;619;61914;;Finished;1;unit
;Local Donation;WASH;WASH;Hand Sanitizer;1667;166724;Orok;Finished;8;Individuals
;Local Donation;WASH;WASH;Hand Sanitizer;1667;166724;;Finished;14;Individuals
;Local Donation;WASH;WASH;Hand Sanitizer;1667;166724;Canlanipa;Finished;22;Individuals
;Local Donation;WASH;WASH;Hand Sanitizer;1667;86413;Honrado;Finished;25;Individuals
;Local Donation;WASH;WASH;Hand Sanitizer;1667;166724;;Finished;29;Individuals
;Local Donation;WASH;WASH;Hand Sanitizer;1667;166724;;Finished;38;Individuals
;Local Donation;WASH;WASH;Hand Sanitizer;1667;166724;Luna;Finished;44;Individuals
;Local Donation;WASH;WASH;Hand Sanitizer;1667;166724;;Finished;50;Individuals
;Local Donation;WASH;WASH;Hand Sanitizer;1667;166724;Balibayon;Finished;55;Individuals
;Local Donation;WASH;WASH;Hand Sanitizer;1667;166724;Day-asan;Finished;60;Individuals
;Local Donation;WASH;WASH;Hand Sanitizer;1667;166724;;Finished;74;Individuals
;Local Donation;WASH;WASH;Hand Sanitizer;1667;166724;Capalayan;Finished;88;Individuals
;Local Donation;WASH;WASH;Hand Sanitizer;1667;166724;San Roque;Finished;95;Individuals
;Local Donation;WASH;WASH;Hand Sanitizer;1667;166724;;Finished;98;Individuals
;Local Donation;WASH;WASH;Hand Sanitizer;1667;86413;Macopa;Finished;130;Individuals
;Local Donation;WASH;WASH;Hand Sanitizer;1667;166724;Punta Bilar;Finished;247;Individuals
;IFRC;Health;Health;Health Consultation;1667;166707;Poblacion 3;Finished;17;Individuals
;IFRC;Health;Health;Health Consultation;1667;166707;Jubang;Finished;40;Individuals
;IFRC;Health;Health;Health Consultation;1667;166718;San Juan;Finished;62;Individuals
;IFRC;Health;Health;Health Promotion;722;72217;San Antonio;Finished;32;Individuals
;IFRC;Health;Health;Health Promotion;722;72205;Poblacion;Finished;38;Individuals
;IFRC;Health;Health;Health Promotion;722;72217;San Antonio;Finished;43;Individuals
;IFRC;Health;Health;Health Promotion;722;72217;Capitol Site;Finished;51;Individuals
;IFRC;Health;Health;Health Promotion;722;72217;Pahina Central;Finished;67;Individuals
;IFRC;Health;Health;Health Promotion;722;72217;Apas;Finished;68;Individuals
;IFRC;Health;Health;Health Promotion;722;72217;Busay;Finished;75;Individuals
;IFRC;Health;Health;Health Promotion;722;72241;North Poblacion;Finished;79;Individuals
;IFRC;Health;Health;Health Promotion;722;72217;T-Padilla;Finished;81;Individuals
;IFRC;Health;Health;Health Promotion;722;72217;Kamputhaw;Finished;87;Individuals
;IFRC;Health;Health;Health Promotion;722;72217;Talamban;Finished;91;Individuals
;IFRC;Health;Health;Health Promotion;722;72217;Kamputhaw;Finished;93;Individuals
;IFRC;Health;Health;Health Promotion;722;72217;Kamputhaw;Finished;93;Individuals
;IFRC;Health;Health;Health Promotion;722;72217;Kamputhaw;Finished;94;Individuals
;IFRC;Health;Health;Health Promotion;722;72217;Kamputhaw;Finished;98;Individuals
;IFRC;Health;Health;Health Promotion;722;72217;Kamputhaw;Finished;98;Individuals
;IFRC;Health;Health;Health Promotion;722;72217;Pahina Central;Finished;98;Individuals
;IFRC;Health;Health;Health Promotion;722;72217;Kamputhaw;Finished;103;Individuals
;IFRC;Health;Health;Health Promotion;722;72250;Dumlog;Finished;104;Individuals
;IFRC;Health;Health;Health Promotion;722;72217;Inayawan;Finished;108;Individuals
;IFRC;Health;Health;Health Promotion;722;72217;San Nicolas;Finished;618;Individuals
;IFRC;Health;Health;Health Referral;1667;166724;Washington;Finished;1;Individual
;IFRC;Health;Health;Health Referral;1667;166724;Washington;Finished;2;Individuals
;IFRC;Welfare;Ready to Eat Meals;Hotmeals;864;86407;Combado;Finished;10;individuals
;IFRC;Welfare;Ready to Eat Meals;Hotmeals;864;86406;Poblacion;Finished;10;individuals
;IFRC;Welfare;Ready to Eat Meals;Hotmeals;864;86407;Ma. Clara;Finished;16;individuals
;IFRC;Welfare;Ready to Eat Meals;Hotmeals;864;86406;Poblacion;Finished;20;individuals
;IFRC;Welfare;Ready to Eat Meals;Hotmeals;1753;175316;Tagburos;Finished;20;individuals
;IFRC;Welfare;Ready to Eat Meals;Hotmeals;864;86407;Combado;Finished;22;individuals
;IFRC;Welfare;Ready to Eat Meals;Hotmeals;712;71242;Manga;Finished;22;individuals
